20,0.001091,0.351054079
50,0.002543,0.227290602
100,0.072662,0.018923234
200,0.012577,0.781982985
500,0.025598,1.32522072
1000,0.064854,1.559610818
2000,0.450317,0.968240151
3000,0.966492,0.901823295
5000,1.455866,1.659360133
