20,0.001094,0.457952468
50,0.018426,0.221480517
100,0.070277,0.217581855
200,0.013948,6.96257528
500,0.053546,10.74816046
1000,0.159595,14.48218303
2000,0.409055,22.44627006
3000,8.01492,2.528244449
5000,41.843952,1.342381331
